business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,data_quality
3519,Eclipse Cafe,5 Embarcadero Center,San Francisco,CA,94111,37.794168,-122.396457,"(37.794168, -122.396457)",,3519_20160603,06/03/2016 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
35199,Pho #1,2571 SAN BRUNO Ave,San Francisco,CA,94134,37.729254,-122.40426,"(37.729254, -122.40426)",14155339289,35199_20160610,06/10/2016 12:00:00 AM,88.0,Routine - Unscheduled,35199_20160610_103154,Unclean or degraded floors walls or ceilings,Low Risk,high
3520,Bix,56 Gold St,San Francisco,CA,94111,37.796778,-122.402875,"(37.796778, -122.402875)",,3520_20180503,05/03/2018 12:00:00 AM,100.0,Routine - Unscheduled,,,,medium
3522,Bow Hon Restaurant,850 Grant Ave,San Francisco,CA,94108,37.794958,-122.406367,"(37.794958, -122.406367)",9742342555,3522_20160412,04/12/2016 12:00:00 AM,92.0,Routine - Unscheduled,3522_20160412_103120,Moderate risk food holding temperature,Moderate Risk,high
35221,Golden Flower Vietnamese Restaurant,667 Jackson St,San Francisco,CA,94133,37.796026,-122.406202,"(37.796026, -122.406202)",,35221_20160816,08/16/2016 12:00:00 AM,74.0,Reinspection/Followup,35221_20160222_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
3524,Golden Gate Bakery,1029 Grant Ave,San Francisco,CA,94133,37.796385,-122.406724,"(37.796385, -122.406724)",,3524_20171229,12/29/2017 12:00:00 AM,98.0,Routine - Unscheduled,3524_20171229_103162,Other low risk violation,Low Risk,medium
3525,Villa Taverna,27 Hotaling Pl,San Francisco,CA,94111,37.796026,-122.402834,"(37.796026, -122.402834)",,3525_20160525,05/25/2016 12:00:00 AM,98.0,Reinspection/Followup,3525_20160407_103157,Food safety certificate or food handler card not available,Low Risk,medium
3529,Great Eastern Restaurant,649 Jackson St,San Francisco,CA,94133,37.796093,-122.405918,"(37.796093, -122.405918)",,3529_20171213,12/13/2017 12:00:00 AM,83.0,Routine - Unscheduled,3529_20171213_103103,High risk food holding temperature,High Risk,medium
35317,Metropolitan Lounge (aka: The Lookout),3600 16th St,San Francisco,CA,94114,37.764248,-122.433392,"(37.764248, -122.433392)",,35317_20171205,12/05/2017 12:00:00 AM,90.0,Routine - Unscheduled,35317_20171205_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
35340,Cornerstone Academy,501 Cambridge St,San Francisco,CA,94134,37.724683,-122.41765,"(37.724683, -122.41765)",14155585183,35340_20160406,04/06/2016 12:00:00 AM,100.0,Routine - Unscheduled,35340_20160920_103139,Improper food storage,Low Risk,high
35359,Pagoda,1704 Post St,San Francisco,CA,94115,37.785625,-122.429854,"(37.785625, -122.429854)",,35359_20180613,06/13/2018 12:00:00 AM,92.0,Routine - Unscheduled,35359_20180613_103150,Improper or defective plumbing,Low Risk,low
3536,Mrs. T's Cafe,809 Montgomery St,San Francisco,CA,94133,37.796474,-122.40356,"(37.796474, -122.40356)",,3536_20161216,12/16/2016 12:00:00 AM,86.0,Routine - Unscheduled,3536_20161216_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
3538,Palio D'Asti,640 Sacramento St,San Francisco,CA,94111,37.793738,-122.403644,"(37.793738, -122.403644)",,3538_20180802,08/02/2018 12:00:00 AM,98.0,Reinspection/Followup,3538_20160608_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
35415,Alcatraz Landing Cafe,Pier 31 Parking Lot,San Francisco,CA,94111,37.805934,-122.404248,"(37.805934, -122.404248)",,35415_20160825,08/25/2016 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
35425,LOCAL KITCHEN & WINE MERCHANT,330 01st St,San Francisco,CA,94105,37.681741,-122.481424,"(37.681741, -122.481424)",,35425_20170228,02/28/2017 12:00:00 AM,87.0,Routine - Unscheduled,35425_20170228_103105,Improper cooling methods,High Risk,low
3543,Penang Garden  Restaurant,728 Washington St,San Francisco,CA,94108,37.795288,-122.405543,"(37.795288, -122.405543)",,3543_20160517,05/17/2016 12:00:00 AM,94.0,Routine - Unscheduled,3543_20160517_103120,Moderate risk food holding temperature,Moderate Risk,medium
35464,Bernie's,3966 24th St,San Francisco,CA,94114,37.751533,-122.431118,"(37.751533, -122.431118)",,35464_20161006,10/06/2016 12:00:00 AM,90.0,Reinspection/Followup,35464_20160126_103120,Moderate risk food holding temperature,Moderate Risk,medium
35469,Subway #36339,1099 Mission St,San Francisco,CA,,37.779466,-122.410903,"(37.779466, -122.410903)",14155249033,35469_20160610,06/10/2016 12:00:00 AM,90.0,Reinspection/Followup,35469_20161209_103156,Permit license or inspection report not posted,Low Risk,low
3547,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,San Francisco,CA,94108,37.794555,-122.405724,"(37.794555, -122.405724)",,3547_20160517,05/17/2016 12:00:00 AM,90.0,Routine - Unscheduled,3547_20160517_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,medium
3550,Noah's New York Bagels #2113,100 Bush St #102,San Francisco,CA,94104,37.791348,-122.399834,"(37.791348, -122.399834)",,3550_20181022,10/22/2018 12:00:00 AM,88.0,Routine - Unscheduled,3550_20181022_103156,Permit license or inspection report not posted,Low Risk,medium
35503,Left Coast Catering and Cafe,2152 03rd St,San Francisco,CA,94107,37.762368,-122.388877,"(37.762368, -122.388877)",,35503_20160311,03/11/2016 12:00:00 AM,98.0,Routine - Unscheduled,35503_20160311_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
35507,Marina Meats Inc.,2395 Chestnut St,San Francisco,CA,94123,37.799944,-122.442716,"(37.799944, -122.442716)",,35507_20161209,12/09/2016 12:00:00 AM,90.0,Routine - Unscheduled,35507_20161209_103132,Improper thawing methods,Moderate Risk,medium
35565,Daldas Market,200 Eddy St,San Francisco,CA,94102,37.784148,-122.411224,"(37.784148, -122.411224)",,35565_20160712,07/12/2016 12:00:00 AM,90.0,Routine - Unscheduled,35565_20160712_103131,Moderate risk vermin infestation,Moderate Risk,medium
3557,Herlen Place,334 Grant Ave,San Francisco,CA,94108,37.790306,-122.405466,"(37.790306, -122.405466)",,3557_20180206,02/06/2018 12:00:00 AM,90.0,Routine - Unscheduled,3557_20180206_103133,Foods not protected from contamination,Moderate Risk,medium
35591,The Monk's Kettle,3141 16TH St,San Francisco,CA,94103,37.764814,-122.422979,"(37.764814, -122.422979)",14155869523,35591_20160823,08/23/2016 12:00:00 AM,96.0,Routine - Unscheduled,35591_20160823_103125,Noncompliance with shell fish tags or display,Moderate Risk,high
35592,Little Saigon Deli,131 Steuart St,San Francisco,CA,94105,37.792864,-122.392653,"(37.792864, -122.392653)",,35592_20170322,03/22/2017 12:00:00 AM,80.0,Routine - Unscheduled,35592_20170322_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,medium
3561,Lee's Deli,235 Montgomery St,San Francisco,CA,94104,37.791464,-122.402435,"(37.791464, -122.402435)",,3561_20170123,01/23/2017 12:00:00 AM,67.0,Routine - Unscheduled,3561_20170123_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,medium
3562,Mixed Greens Prep Kitchen,170 O'Farrell St 8th Floor,San Francisco,CA,94102,37.786548,-122.407313,"(37.786548, -122.407313)",,3562_20180515,05/15/2018 12:00:00 AM,92.0,Reinspection/Followup,3562_20161107_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
35659,77 Chinese Cuisine,77 Battery St,San Francisco,CA,94111,37.791984,-122.399754,"(37.791984, -122.399754)",,35659_20160527,05/27/2016 12:00:00 AM,65.0,Routine - Unscheduled,35659_20160527_103139,Improper food storage,Low Risk,medium
3566,Mandalay Restaurant,4348 California Street,San Francisco,CA,94118,37.785117,-122.464041,"(37.785117, -122.464041)",,3566_20160620,06/20/2016 12:00:00 AM,80.0,Routine - Unscheduled,3566_20160620_103131,Moderate risk vermin infestation,Moderate Risk,medium
35660,Bissap Baobab,3376 19th St,San Francisco,CA,94110,37.760278,-122.418722,"(37.760278, -122.418722)",,35660_20160816,08/16/2016 12:00:00 AM,86.0,Non-inspection site visit,35660_20161028_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
35702,MENKEE WONTON,1701 Noriega St,San Francisco,CA,94122,37.753954,-122.481866,"(37.753954, -122.481866)",,35702_20180306,03/06/2018 12:00:00 AM,61.0,Routine - Unscheduled,35702_20180306_103132,Improper thawing methods,Moderate Risk,low
3571,CITY CLUB,"155 Sansome St, 10th Floor",San Francisco,CA,94104,37.791714,-122.400835,"(37.791714, -122.400835)",,3571_20171213,12/13/2017 12:00:00 AM,74.0,Routine - Unscheduled,3571_20171213_103150,Improper or defective plumbing,Low Risk,low
35771,Starbucks Coffee,462 Powell St,San Francisco,CA,94102,37.788918,-122.408507,"(37.788918, -122.408507)",,35771_20171211,12/11/2017 12:00:00 AM,98.0,Routine - Unscheduled,35771_20171211_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,medium
3578,Neiman Marcus - Rotunda,150 Stockton St,San Francisco,CA,94108,37.787108,-122.406409,"(37.787108, -122.406409)",,3578_20180409,04/09/2018 12:00:00 AM,98.0,Routine - Unscheduled,3578_20180409_103157,Food safety certificate or food handler card not available,Low Risk,medium
35786,Subway #33355,750 FONT Blvd,San Francisco,CA,94132,37.723054,-122.483612,"(37.723054, -122.483612)",,35786_20160511,05/11/2016 12:00:00 AM,84.0,Routine - Unscheduled,35786_20160511_103103,High risk food holding temperature,High Risk,low
35790,Starbucks,1700 Owens Street,San Francisco,CA,94107,37.767692,-122.393977,"(37.767692, -122.393977)",,35790_20171212,12/12/2017 12:00:00 AM,100.0,Routine - Unscheduled,35790_20160811_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
35805,Hard Knox Cafe,2448 Clement,San Francisco,CA,94121,37.782008,-122.485732,"(37.782008, -122.485732)",88629329431,35805_20180514,05/14/2018 12:00:00 AM,90.0,Routine - Unscheduled,35805_20180514_103145,Improper storage of equipment utensils or linens,Low Risk,high
35812,Umi,1328 18th St,San Francisco,CA,94107,37.762679,-122.395859,"(37.762679, -122.395859)",,35812_20180530,05/30/2018 12:00:00 AM,90.0,Routine - Unscheduled,35812_20180530_103143,Inadequate warewashing facilities or equipment,Low Risk,medium
35828,A1 Geneva Bakery,959 GENEVA Ave,San Francisco,CA,94112,37.715986,-122.440039,"(37.715986, -122.440039)",,35828_20161004,10/04/2016 12:00:00 AM,79.0,Routine - Unscheduled,35828_20161004_103114,High risk vermin infestation,High Risk,medium
35852,Beach Street Grill,380 Beach St,San Francisco,CA,94133,37.807358,-122.415294,"(37.807358, -122.415294)",51105,35852_20161205,12/05/2016 12:00:00 AM,94.0,Routine - Unscheduled,35852_20161205_103154,Unclean or degraded floors walls or ceilings,Low Risk,high
35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,CA,94107,37.780728,-122.396522,"(37.780728, -122.396522)",['271189428145' '4209268495'],35855_20170105,01/05/2017 12:00:00 AM,87.0,Routine - Unscheduled,35855_20170105_103109,Unclean or unsanitary food contact surfaces,High Risk,high
3586,The Pig & Whistle,2801 GEARY Blvd,San Francisco,CA,94118,37.782113,-122.449171,"(37.782113, -122.449171)",,3586_20181012,10/12/2018 12:00:00 AM,90.0,Routine - Unscheduled,3586_20181012_103131,Moderate risk vermin infestation,Moderate Risk,medium
35862,Toast Eatery,3991 24th St,San Francisco,CA,94114,37.751423,-122.431618,"(37.751423, -122.431618)",,35862_20161205,12/05/2016 12:00:00 AM,94.0,Routine - Unscheduled,35862_20161205_103120,Moderate risk food holding temperature,Moderate Risk,medium
3587,SUPERIOR PALACE SEAFOOD REST.,3546 BALBOA St,San Francisco,CA,94121,37.775758,-122.497041,"(37.775758, -122.497041)",,3587_20180924,09/24/2018 12:00:00 AM,80.0,Routine - Unscheduled,3587_20180924_103102,Unclean hands or improper use of gloves,High Risk,medium
35882,Peet's Coffee and Tea,555 09th St Ste B5,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",14155693115,35882_20160803,08/03/2016 12:00:00 AM,96.0,New Construction,35882_20180518_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,low
35884,Tortilla Kitchen,170 O'Farrell St Lower Level,San Francisco,CA,94102,37.786548,-122.407313,"(37.786548, -122.407313)",,35884_20180402,04/02/2018 12:00:00 AM,91.0,Routine - Unscheduled,35884_20180402_103105,Improper cooling methods,High Risk,medium
3591,TON KIANG RESTAURANT #2,5821 GEARY Blvd,San Francisco,CA,94121,37.780144,-122.481939,"(37.780144, -122.481939)",,3591_20160930,09/30/2016 12:00:00 AM,90.0,Reinspection/Followup,3591_20160916_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
3594,CELIAS RESTAURANT,4019 JUDAH St,San Francisco,CA,94122,37.760423,-122.505209,"(37.760423, -122.505209)",249512341,3594_20160330,03/30/2016 12:00:00 AM,88.0,Routine - Unscheduled,3594_20160330_103133,Foods not protected from contamination,Moderate Risk,high
3595,SAFEWAY #785,850 La Playa St,San Francisco,CA,94121,37.772323,-122.509946,"(37.772323, -122.509946)",,3595_20160524,05/24/2016 12:00:00 AM,92.0,Complaint,3595_20180309_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
3599,MARCELLOS,2100 TARAVAL St,San Francisco,CA,94116,37.742498,-122.488722,"(37.742498, -122.488722)",,3599_20180907,09/07/2018 12:00:00 AM,87.0,Reinspection/Followup,3599_20180801_103133,Foods not protected from contamination,Moderate Risk,medium
36014,CATCH,2362 MARKET St,San Francisco,CA,94114,37.763263,-122.43446,"(37.763263, -122.43446)",,36014_20180227,02/27/2018 12:00:00 AM,92.0,Reinspection/Followup,36014_20180227_103161,Low risk vermin infestation,Low Risk,medium
36020,Cadillac Market,499 Eddy St,San Francisco,CA,94109,37.783464,-122.415829,"(37.783464, -122.415829)",,36020_20180501,05/01/2018 12:00:00 AM,88.0,Routine - Unscheduled,36020_20180501_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
36022,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,CA,94124,37.743419,-122.383536,"(37.743419, -122.383536)",,36022_20170223,02/23/2017 12:00:00 AM,,Complaint,36022_20170223_103114,High risk vermin infestation,High Risk,medium
36023,Blue Barn Gourmet,2105 Chestnut St,San Francisco,CA,94123,37.800536,-122.43797,"(37.800536, -122.43797)",,36023_20171228,12/28/2017 12:00:00 AM,92.0,Routine - Unscheduled,36023_20171228_103131,Moderate risk vermin infestation,Moderate Risk,medium
36024,R. Image Market,2898 Folsom St,San Francisco,CA,94110,37.750967,-122.414014,"(37.750967, -122.414014)",,36024_20160330,03/30/2016 12:00:00 AM,90.0,Complaint,36024_20180521_103139,Improper food storage,Low Risk,low
3607,Station Cafe,1 ZOO Rd,San Francisco,CA,94132,37.73017,-122.502535,"(37.73017, -122.502535)",14159459537,3607_20181002,10/02/2018 12:00:00 AM,96.0,Complaint,3607_20170818_103120,Moderate risk food holding temperature,Moderate Risk,high
3611,ABSINTHE BRASSERIE & BAR,398 HAYES St,San Francisco,CA,94102,37.77694,-122.422962,"(37.77694, -122.422962)",14155551590,3611_20160628,06/28/2016 12:00:00 AM,90.0,Routine - Unscheduled,3611_20160628_103139,Improper food storage,Low Risk,low
3613,IL PIRATA,2007 16th St,San Francisco,CA,94103,37.765794,-122.406848,"(37.765794, -122.406848)",,3613_20180522,05/22/2018 12:00:00 AM,92.0,Routine - Unscheduled,3613_20180522_103138,Improper storage use or identification of toxic substances,Low Risk,low
3614,"Taqueria ""Los Coyotes"" #2",3036 16th St,San Francisco,CA,94103,37.765028,-122.420402,"(37.765028, -122.420402)",,3614_20160509,05/09/2016 12:00:00 AM,84.0,Routine - Unscheduled,3614_20160509_103120,Moderate risk food holding temperature,Moderate Risk,medium
3615,TARTINE BAKERY,0600 GUERRERO St,San Francisco,CA,94110,37.761531,-122.423862,"(37.761531, -122.423862)",14155482600,3615_20160518,05/18/2016 12:00:00 AM,98.0,Routine - Unscheduled,3615_20160518_103139,Improper food storage,Low Risk,high
3616,THE LIBERTIES IRISH BAR & REST.,0994 GUERRERO St,San Francisco,CA,94110,37.75527,-122.423256,"(37.75527, -122.423256)",14155286789,3616_20160525,05/25/2016 12:00:00 AM,90.0,Routine - Unscheduled,3616_20160525_103133,Foods not protected from contamination,Moderate Risk,high
36160,Zabb,4440 Mission St,San Francisco,CA,94112,37.726489,-122.433485,"(37.726489, -122.433485)",14155582455,36160_20161208,12/08/2016 12:00:00 AM,94.0,Routine - Unscheduled,36160_20161208_103142,Unclean nonfood contact surfaces,Low Risk,high
36201,Pacific Catch,1200 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,36201_20160817,08/17/2016 12:00:00 AM,94.0,Routine - Unscheduled,36201_20160817_103161,Low risk vermin infestation,Low Risk,medium
36205,Anchor & Hope,83 Minna St,San Francisco,CA,94105,37.787877,-122.398872,"(37.787877, -122.398872)",,36205_20180126,01/26/2018 12:00:00 AM,92.0,Routine - Unscheduled,36205_20180126_103139,Improper food storage,Low Risk,medium
36208,Silver Cafe,4300 MISSION St,San Francisco,CA,94112,37.728582,-122.431482,"(37.728582, -122.431482)",14155583237,36208_20160520,05/20/2016 12:00:00 AM,84.0,Reinspection/Followup,36208_20160513_103154,Unclean or degraded floors walls or ceilings,Low Risk,high
3621,JIM'S RESTAURANT,2420 MISSION St,San Francisco,CA,94110,37.758271,-122.419081,"(37.758271, -122.419081)",14155286020,3621_20160908,09/08/2016 12:00:00 AM,92.0,Routine - Unscheduled,3621_20160908_103154,Unclean or degraded floors walls or ceilings,Low Risk,high
36213,Sens Restaurant,4 Embarcadero Center  Promenade Level,San Francisco,CA,94111,37.795108,-122.396184,"(37.795108, -122.396184)",,36213_20160914,09/14/2016 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
36214,Red and White Fleet - Harbor Queen,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,36214_20171219,12/19/2017 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
36215,Red and White Fleet - Harbor Princess,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,36215_20171219,12/19/2017 12:00:00 AM,98.0,Routine - Unscheduled,36215_20171219_103156,Permit license or inspection report not posted,Low Risk,low
36216,Red and White Fleet - Royal Prince,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,36216_20171219,12/19/2017 12:00:00 AM,100.0,Routine - Unscheduled,36216_20160602_103161,Low risk vermin infestation,Low Risk,low
3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"(37.751554, -122.418376)",14155280283,3623_20160819,08/19/2016 12:00:00 AM,88.0,Routine - Unscheduled,3623_20160819_103161,Low risk vermin infestation,Low Risk,high
3626,Beretta,1199 VALENCIA St,San Francisco,CA,94110,37.753823,-122.420786,"(37.753823, -122.420786)",14155691199,3626_20171004,10/04/2017 12:00:00 AM,89.0,Routine - Unscheduled,3626_20171004_103105,Improper cooling methods,High Risk,high
36274,Rubio's Fresh Mexican Grill,4 Embarcadero Center  Street Level,San Francisco,CA,94111,37.795108,-122.396184,"(37.795108, -122.396184)",,36274_20171013,10/13/2017 12:00:00 AM,96.0,Routine - Unscheduled,36274_20171013_103120,Moderate risk food holding temperature,Moderate Risk,low
36277,L'Ardoise,151 Noe St,San Francisco,CA,94103,37.766653,-122.433258,"(37.766653, -122.433258)",,36277_20181106,11/06/2018 12:00:00 AM,90.0,Routine - Unscheduled,36277_20181106_103139,Improper food storage,Low Risk,medium
3630,MAD DOG IN THE FOG,530 HAIGHT St,San Francisco,CA,94117,37.772097,-122.430814,"(37.772097, -122.430814)",14155627279,3630_20160630,06/30/2016 12:00:00 AM,90.0,Routine - Unscheduled,3630_20160630_103158,Unpermitted food facility,Low Risk,low
3631,NOC NOC,557 HAIGHT St,San Francisco,CA,94117,37.771964,-122.431336,"(37.771964, -122.431336)",14155865811,3631_20180301,03/01/2018 12:00:00 AM,90.0,Routine - Unscheduled,3631_20180301_103157,Food safety certificate or food handler card not available,Low Risk,low
36348,El Tepa,2198 Folsom St,San Francisco,CA,94110,37.762217,-122.415035,"(37.762217, -122.415035)",,36348_20171205,12/05/2017 12:00:00 AM,90.0,Routine - Unscheduled,36348_20171205_103120,Moderate risk food holding temperature,Moderate Risk,medium
36378,Work of Art Catering,1226 FOLSOM St,San Francisco,CA,94103,37.774691,-122.410535,"(37.774691, -122.410535)",,36378_20170131,01/31/2017 12:00:00 AM,92.0,Routine - Unscheduled,36378_20170131_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
36396,Western Sunset Market,4099 JUDAH St,San Francisco,CA,94122,37.760371,-122.505905,"(37.760371, -122.505905)",,36396_20180518,05/18/2018 12:00:00 AM,100.0,Routine - Unscheduled,,,,low
3640,HAYES STREET GRILL,324 HAYES St,San Francisco,CA,94102,37.777048,-122.421844,"(37.777048, -122.421844)",,3640_20160810,08/10/2016 12:00:00 AM,92.0,Reinspection/Followup,3640_20180807_103131,Moderate risk vermin infestation,Moderate Risk,medium
3642,ABSINTHE PASTRY,201 IVY St,San Francisco,CA,94102,37.777492,-122.421458,"(37.777492, -122.421458)",,3642_20171213,12/13/2017 12:00:00 AM,92.0,Reinspection/Followup,3642_20171204_103131,Moderate risk vermin infestation,Moderate Risk,low
3643,SUPPENKUCHE,525 LAGUNA St,San Francisco,CA,94102,37.776294,-122.426264,"(37.776294, -122.426264)",,3643_20160922,09/22/2016 12:00:00 AM,87.0,Reinspection/Followup,3643_20160622_103105,Improper cooling methods,High Risk,medium
3645,ZUNI CAFE,1658 MARKET St,San Francisco,CA,94102,37.773415,-122.421598,"(37.773415, -122.421598)",14155552522,3645_20160922,09/22/2016 12:00:00 AM,94.0,Routine - Unscheduled,3645_20160922_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,high
36451,Cavalli Caffe,1441 Stockton St,San Francisco,CA,94133,37.799163,-122.408934,"(37.799163, -122.408934)",,36451_20160922,09/22/2016 12:00:00 AM,100.0,Routine - Unscheduled,36451_20180410_103120,Moderate risk food holding temperature,Moderate Risk,low
36452,Panini,1457 Haight St,San Francisco,CA,94117,37.770053,-122.446337,"(37.770053, -122.446337)",,36452_20160719,07/19/2016 12:00:00 AM,94.0,Routine - Unscheduled,36452_20160719_103154,Unclean or degraded floors walls or ceilings,Low Risk,medium
36473,Maggie Cafe,848 Grant Ave,San Francisco,CA,94108,37.794898,-122.406356,"(37.794898, -122.406356)",,36473_20160412,04/12/2016 12:00:00 AM,94.0,Routine - Unscheduled,36473_20160412_103144,Unapproved or unmaintained equipment or utensils,Low Risk,medium
36474,The Sentinel,35 New Montgomery St,San Francisco,CA,94104,37.788327,-122.401444,"(37.788327, -122.401444)",,36474_20160811,08/11/2016 12:00:00 AM,94.0,Routine - Unscheduled,36474_20160811_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,low
3649,SAFEWAY #1490,2300 16th St,San Francisco,CA,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155571120,3649_20171206,12/06/2017 12:00:00 AM,82.0,Routine - Unscheduled,3649_20171206_103102,Unclean hands or improper use of gloves,High Risk,high
36494,Blue Bottle Cafe,66 Mint St,San Francisco,CA,94103,37.782368,-122.40743,"(37.782368, -122.40743)",,36494_20180223,02/23/2018 12:00:00 AM,86.0,Reinspection/Followup,36494_20160713_103139,Improper food storage,Low Risk,low
3651,PANCHO VILLA,3071 16th St,San Francisco,CA,94103,37.764897,-122.421234,"(37.764897, -122.421234)",14155868840,3651_20160713,07/13/2016 12:00:00 AM,87.0,Complaint,3651_20160830_103120,Moderate risk food holding temperature,Moderate Risk,low
36512,Epic Roasthouse,369 Embarcadero,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,36512_20161107,11/07/2016 12:00:00 AM,92.0,Complaint,36512_20160825_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,low
36513,Waterbar,399 Embarcadero,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,36513_20160908,09/08/2016 12:00:00 AM,91.0,Routine - Unscheduled,36513_20160908_103139,Improper food storage,Low Risk,low
36519,Pop's Sandwich Shop,737 Portola Dr,San Francisco,CA,94127,,,,,36519_20180725,07/25/2018 12:00:00 AM,89.0,Routine - Unscheduled,36519_20180725_103107,Improper reheating of food,High Risk,low
36523,Marina Theatre,2149 Chestnut St,San Francisco,CA,94123,37.800483,-122.438567,"(37.800483, -122.438567)",,36523_20160330,03/30/2016 12:00:00 AM,85.0,Reinspection/Followup,36523_20160329_103138,Improper storage use or identification of toxic substances,Low Risk,medium
36534,Jewish Community Center of San Francisco,3200 California,San Francisco,CA,94118,37.787218,-122.447403,"(37.787218, -122.447403)",,36534_20160907,09/07/2016 12:00:00 AM,92.0,Routine - Unscheduled,36534_20160907_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,medium
36547,Epic Roasthouse,Pier 26 Embararcadero,San Francisco,CA,95105,37.788962,-122.387941,"(37.788962, -122.387941)",,36547_20160825,08/25/2016 12:00:00 AM,98.0,Routine - Unscheduled,36547_20160825_103154,Unclean or degraded floors walls or ceilings,Low Risk,low
3655,VERDI CLUB,2424A MARIPOSA St,San Francisco,CA,94110,37.763245,-122.407607,"(37.763245, -122.407607)",,3655_20160512,05/12/2016 12:00:00 AM,96.0,New Construction,3655_20180316_103138,Improper storage use or identification of toxic substances,Low Risk,medium
36570,"7-Eleven, Store 2366-21389F",2200 BAYSHORE Blvd,San Francisco,CA,94134,37.712166,-122.402934,"(37.712166, -122.402934)",,36570_20160701,07/01/2016 12:00:00 AM,83.0,Routine - Unscheduled,36570_20160701_103120,Moderate risk food holding temperature,Moderate Risk,medium
36571,Pagan Restaurant,3199 CLEMENT St,San Francisco,CA,94121,37.781558,-122.493393,"(37.781558, -122.493393)",,36571_20161028,10/28/2016 12:00:00 AM,74.0,Routine - Unscheduled,36571_20161028_103161,Low risk vermin infestation,Low Risk,low
36589,Catering With Style,2800 BRYANT St,San Francisco,CA,94110,37.749603,-122.408928,"(37.749603, -122.408928)",14155201276,36589_20180604,06/04/2018 12:00:00 AM,67.0,Routine - Unscheduled,36589_20180604_103139,Improper food storage,Low Risk,low
3659,SQUAT & GOBBLE CAFE #4,001 WEST PORTAL Ave,San Francisco,CA,94127,37.740822,-122.465739,"(37.740822, -122.465739)",,3659_20160603,06/03/2016 12:00:00 AM,88.0,Routine - Unscheduled,3659_20160603_103120,Moderate risk food holding temperature,Moderate Risk,low
36602,Cafe Insalata,209 Jackson St,San Francisco,CA,94111,37.796854,-122.399936,"(37.796854, -122.399936)",,36602_20160307,03/07/2016 12:00:00 AM,96.0,Routine - Unscheduled,36602_20170926_103161,Low risk vermin infestation,Low Risk,medium
36608,Taqueria Angelica's,1301 Cesar Chavez St,San Francisco,CA,,37.748543,-122.390883,"(37.748543, -122.390883)",14150833695,36608_20180507,05/07/2018 12:00:00 AM,90.0,Routine - Unscheduled,36608_20180507_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,low
3661,LA CUMBRE,515 VALENCIA St,San Francisco,CA,94110,37.764553,-122.421826,"(37.764553, -122.421826)",14155868205,3661_20161021,10/21/2016 12:00:00 AM,74.0,Reinspection/Followup,3661_20161012_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,high
